artist_searched,artist,track_name,album,release_date,popularity,duration_ms,explicit,track_id
rund.m.c.,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell (Expanded Edition),1986-05-15,,309200,False,7s1zuCFsLb4ne97U3Hd6J3
stevie wonder,Stevie Wonder,I Just Called To Say I Love You,At The Close Of A Century,1999-11-23,,262240,False,6RNDeRnWsRMjPdNVgupZCs
stevie wonder,Stevie Wonder,Part-Time Lover,In Square Circle,1985-09-13,,252560,False,0Dm43YLUlGdePpSbI1ct8h
stevie wonder,Stevie Wonder,Superstition,Talking Book,1972-10-28,,266133,False,4N0TP4Rmj6QQezWV88ARNJ
stevie wonder,Djavan,Samurai (feat. Stevie Wonder),Luz,1982-03-25,,288426,False,3BQAK2pnTpfZvLg2MUUU5i
stevie wonder,Stevie Wonder,For Once In My Life,For Once In My Life,1968-12-01,,169800,False,4kP69y3GKHi9tXckfgp4bK
stevie wonder,Stevie Wonder,Superstition - Single Version,The Definitive Collection,2002-10-29,,245493,False,1h2xVEoJORqrg71HocgqXd
stevie wonder,Djavan,Samurai (feat. Stevie Wonder),Grandes Sucessos,1982,,283333,False,1ASANmuh19cmVz8MiCkUgt
walk the moon,WALK THE MOON,Shut Up and Dance,TALKING IS HARD,2014-12-02,,199080,False,4kbj5MwxO1bq9wjT5g9HaA
walk the moon,WALK THE MOON,Lost In The Wild,What If Nothing,2017-11-10,,235290,False,0M1A9wInEHilyWkh4I8tWo
walk the moon,WALK THE MOON,Shut Up and Dance,TALKING IS HARD (Expanded Edition),2014-12-02,,199080,False,0kzw2tRyuL9rzipi5ntlIy
walk the moon,WALK THE MOON,Shut Up and Dance - Live Acoustic - 2015,Shut Up And Dance (Acoustic),2015-09-04,,193986,False,3Xzog9enTvbsc0G7G9M58D
walk the moon,Alan Walker,Man On The Moon,World Of Walker,2021-11-26,,178625,False,0zqBZqm5czQ3A4EoSdKFHj
milky chance,Milky Chance,Stolen Dance,Sadnecessary,2013-05-31,,313684,False,34xGLuxM0rkxhCVyMSqwJO
milky chance,Milky Chance,Flashed Junk Mind,Sadnecessary,2013-05-31,,262000,False,2D85QAziPXN1KMIW50NPpl
milky chance,Milky Chance,Down By The River,Sadnecessary,2013-05-31,,241052,False,5itF66zYn38tEXTAvFPqIk
milky chance,Milky Chance,Cocoon,Blossom,2017-03-17,,255159,False,1VfrsKu0weD2mO6tfgSdEj
milky chance,Milky Chance,Scarlet Paintings,Mind The Moon,2019-11-15,,177986,False,41UBTzyPAbtkge6aWVr7Uy
x ambassadors,X Ambassadors,Renegades,VHS,2015-06-30,,195200,False,0fYVliAYKHuPmECRs1pbRf
x ambassadors,X Ambassadors,Unsteady,VHS,2015-06-30,,193546,False,7lGKEWMXVWWTt3X71Bv44I
x ambassadors,X Ambassadors,Unsteady - Erich Lee Gravity Remix,Me Before You (Original Motion Picture Soundtrack),2016-06-03,,204586,False,7AOdyU64RafmvJUL4WMotN
x ambassadors,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,,243490,True,4dASQiO1Eoo3RJvt74FtXB
x ambassadors,mgk,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",2017-11-18,,202804,False,0OI7AFifLSoGzpb8bdBLLV
luke bryan,Luke Bryan,Play It Again,Crash My Party,2013-01-01,,226866,False,03fT3OHB9KyMtGMt2zwqCT
luke bryan,Luke Bryan,Country Girl (Shake It For Me),Tailgates & Tanlines,2011-01-01,,225560,False,0JbSghVDghtFEurrSO8JrC
luke bryan,Quavo,Georgia Ways (with Teddy Swims & Luke Bryan),Georgia Ways (with Teddy Swims & Luke Bryan),2024-12-05,,168746,False,0JU9p25kSqQDUeQGzm850A
luke bryan,Quavo,Georgia Ways (with Teddy Swims & Luke Bryan),Georgia Ways (with Teddy Swims & Luke Bryan),2024-12-06,,168746,True,64YCRnMmAcj4982RtwNaag
luke bryan,Jordan Davis,Buy Dirt,Buy Dirt,2021-05-21,,167480,False,69AIpwGNLxr4qS1X5ynx60
florida georgia line,Florida Georgia Line,Cruise,Here's To The Good Times,2012-01-01,,208960,False,5BhsEd82G0Mnim0IUH6xkT
florida georgia line,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,2017-08-11,,163870,False,7iDa6hUg2VgEL1o1HjmfBn
florida georgia line,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),Expectations,2018-06-22,,164205,False,4e4fqjx0Izh4svvTef1z7e
florida georgia line,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,,174800,False,5Gu0PDLN4YJeW75PpBSg9p
florida georgia line,Morgan Wallen,Up Down (feat. Florida Georgia Line),If I Know Me,2018-04-27,,197253,False,2RfYofkWwN77WJjR1rpena
kip moore,Kip Moore,Faith In The Wind,Faith In The Wind,2026-04-17,,267493,False,3jOjSx0IibxT9nLyiMOypK
kip moore,Kip Moore,Somethin' 'Bout A Truck,Up All Night,2012-01-01,,213826,False,6Ymvlzom4TQeoKqAWsZRD8
kip moore,Kip Moore,She's Mine,Wild World,2020-05-29,,229493,False,6NCbMyR7A8MjbX0UhaEgbd
kip moore,Kip Moore,The Bull,SLOWHEART,2017-09-08,,189160,False,6mBlft6IhCJwPNKhnbb0wK
kip moore,Kip Moore,Hey Pretty Girl,Up All Night,2012-01-01,,215920,False,75p6fgACKYIyIhsoG411SZ
hunter hayes,Hunter Hayes,Wanted,Hunter Hayes (Encore),2011,,228840,False,0f1svjHSiaCJif6noKKVHa
hunter hayes,Hunter Hayes,Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore,Hunter Hayes (Encore),2011,,159346,False,4ojgcBwfuXvDL9SrxrSVB0
hunter hayes,Hunter Hayes,I Want Crazy - Encore,Hunter Hayes (Encore),2011,,236865,False,5H4BGxYudsHLks8MRrIVGh
hunter hayes,Hunter Hayes,Tell Me,Wild Blue (Complete),2021-10-22,,234888,False,4Y2rXSgFiWO7xYRYzd3F6D
hunter hayes,John Legend,All of Me (feat. Jennifer Nettles & Hunter Hayes),All of Me (feat. Jennifer Nettles & Hunter Hayes),2014-06-05,,259125,False,0vaLIgHcJM3Fs3jxN9MxPm
bastille,Bastille,Pompeii,All This Bad Blood,2013-01-01,,214147,False,4Ub8UsjWuewQrPhuepfVpd
bastille,Bastille,Of The Night,All This Bad Blood,2013-01-01,,214205,False,7BNDyzwDboNRR2wmd7GSew
bastille,Marshmello,Happier,Happier,2018-08-17,,214289,False,7BqHUALzNBTanL6OvsqmC1
bastille,Bastille,Good Grief,Wild World,2016-09-09,,206493,False,6IGA5YrFiEr5ANrMqKkR6H
bastille,Bastille,Things We Lost In The Fire,All This Bad Blood,2013-01-01,,240746,False,6qOxF7JKKNegcuocn14ukr
imagine dragons,Imagine Dragons,Demons,Night Visions,2012-09-04,,177506,False,5qaEfEh1AtSdrdrByCP7qR
imagine dragons,Imagine Dragons,Believer,Evolve,2017-06-23,,204346,False,0pqnGHJpmpxLKifKRmU6WP
imagine dragons,Imagine Dragons,Thunder,Evolve,2017-06-23,,187146,False,1zB4vmk8tFRmM9UULNzbLB
imagine dragons,Imagine Dragons,Whatever It Takes,Evolve,2017-06-23,,201240,False,6Qn5zhYkTa37e91HC1D7lb
imagine dragons,Imagine Dragons,Radioactive,Night Visions,2012-09-04,,186813,False,62yJjFtgkhUrXktIoSjgP2
capital cities,Capital Cities,Safe and Sound,In A Tidal Wave of Mystery,2013-06-04,,192789,False,5JVbvCHX10U2pLa5DEqGav
capital cities,Capital Cities,Safe And Sound - Morgan Phillips Remix,Safe and Sound 11th Anniversary Bundle,2022-04-01,,161022,False,2E5WYyYvrnt2EknJsxagbv
capital cities,Capital Cities,Kangaroo Court,In A Tidal Wave of Mystery,2013-06-04,,223186,False,3dY1DlC1nDUDtiIKaQ0Ynu
capital cities,Capital Cities,Vowels,Solarize,2018-08-10,,184760,False,6tXtNrcKGZdaRlEwRuz4e0
capital cities,Capital Cities,Safe and Sound,In A Tidal Wave of Mystery (Deluxe Edition),2014-05-07,,192789,False,0OILkjE5uKYxAzsQ9tDV2D
capital cities,Capital Cities,Swimming Pool Summer,Solarize,2018-08-10,,213000,True,6ZzNoPtdArOLjNCF3dOJpp
capital cities,Capital Cities,One Minute More,In A Tidal Wave of Mystery (Deluxe Edition),2014-05-07,,202921,False,2Ijitr9PXxd3iSwrnK3eAE
capital cities,Capital Cities,Nothing Compares 2 U,Nothing Compares 2 U,2024-05-24,,253833,False,4nNjUrfMmKz8x367DDoSKR
capital cities,Capital Cities,Safe And Sound - Dzeko And Torres' Digital Dreamin Remix,In A Tidal Wave of Mystery (Deluxe Edition),2014-05-07,,343033,False,7DJSbw9MjRYVkFXiO3uazq
capital cities,Capital Cities,Origami,In A Tidal Wave of Mystery,2013-06-04,,225068,False,2YCzADPt1hUkOSBJXn1c05
every avenue,Every Avenue,Tell Me I'm A Wreck,Picture Perfect,2009-11-03,,219973,False,203zTFd1zbfG0fiOG9OREv
every avenue,Every Avenue,Only Place I Call Home,Bad Habits,2011-08-02,,234493,False,3v5KWngJgUAFEv4n2YDW18
every avenue,Every Avenue,Mindset,Picture Perfect,2009-11-03,,206746,False,1ej2ir5g4uW20gdaK7YoXz
every avenue,Every Avenue,Take Me Home Tonight,Punk Goes Classic Rock,2010-04-27,,215080,False,0gNnTBGRbFsoaRfoSHmzsX
every avenue,Every Avenue,Think Of You Later (Empty Room),"Shh, Just Go With It",2008-01-01,,171053,False,26creCbusVjQqloSKxaUMO
every avenue,Every Avenue,I Forgive You,Picture Perfect,2009-11-03,,200333,False,2m7U9K40wp98Cpk56eQJkV
every avenue,Every Avenue,Fall Apart,Bad Habits,2011-08-02,,200160,False,1pK8itCVhSeIR6cjYrnAZ1
every avenue,Every Avenue,Where Were You,"Shh, Just Go With It",2008-01-01,,161266,False,16vqgedwdsWbTJTDVvzetv
every avenue,Every Avenue,Girl Like That,Picture Perfect,2009-11-03,,192573,False,1WSzpp62T99I7nvakx0b3j
every avenue,Every Avenue,"For Always, Forever",Picture Perfect,2009-11-03,,210653,False,55BnOdRM23G3nmvcn5Tctz
vertical worship,Vertical Worship,Yes I Will,Bright Faith Bold Future,2018-04-06,,234731,False,1sF4VadVaVTvp9WTEy79JT
vertical worship,Vertical Worship,Spirit of the Living God,Church Songs,2015-01-16,,339480,False,4xuToNvDiZHnDQVujjK49s
vertical worship,Vertical Worship,Faithful Now,Grace Is On Our Side,2020-03-13,,234560,False,0T3iZrykxliMyN1yeunXQh
vertical worship,one sonic society,Goodness of God (feat. Vertical Worship),Goodness of God (feat. Vertical Worship),2019-11-08,,287611,False,1UOzgUuakMRQcKVTUTU6Pu
vertical worship,Vertical Worship,Lamb Of God/The Rock Won't Move (Medley) - Cathedral Sessions,Cathedral Sessions,2026-02-27,,305023,False,3GTZSEFF0oaD6DEpD7r1iU
chris tomlin,Chris Tomlin,Holy Forever,Holy Forever,2022-07-15,,308066,False,1bfRXeYRGJF8aCxUpQ4yOq
chris tomlin,Chris Tomlin,Holy Forever,Always,2022-09-09,,308066,False,1jnU6ZJXnSSwxfmjGGed2J
chris tomlin,Jim Tomlinson,So Nice,Brazilian Sketches,2001,,276266,False,3kgQkwy6u6HZiHzQFF0Yaq
chris tomlin,Claude Debussy,"Debussy: Pelléas et Mélisande, CD 93, L. 88, Act 3: ""Viens, nous allons nous asseoir ici"" (Golaud, Yniold)",Debussy: Pelléas et Mélisande,2026-05-15,,394400,False,4DMxZb8fD07CE0LfPbogan
chris tomlin,Claude Debussy,"Debussy: Pelléas et Mélisande, CD 93, L. 88, Act 3: ""Ah ! Ah ! Petite mère a allumé sa lampe"" (Golaud, Yniold)",Debussy: Pelléas et Mélisande,2026-05-15,,244800,False,5MJfHhBuDFx0e80Iyc05Rk
zara larsson,PinkPantheress,Stateside + Zara Larsson,Fancy Some More?,2025-10-10,,184761,False,1DwscornXpj8fmOmYVlqZt
zara larsson,Zara Larsson,Lush Life,So Good,2017-03-17,,200646,False,1rIKgCH4H52lrvDcz50hS8
zara larsson,Tyla,SHE DID IT AGAIN (feat. Zara Larsson),SHE DID IT AGAIN (feat. Zara Larsson),2026-04-17,,213241,False,3jucj0h0tajme6rUEadmWN
zara larsson,Clean Bandit,Symphony (feat. Zara Larsson),What Is Love? (Deluxe Edition),2018-11-30,,212733,False,72gv4zhNvRVdQA0eOenCal
zara larsson,Zara Larsson,Midnight Sun,Midnight Sun,2025-09-25,,189898,False,1qRV1dKLOfH1s00b9J2LUQ
shawn mendes,Shawn Mendes,I Know What You Did Last Summer,Handwritten,2015-04-14,,223853,False,2GyA33q5rti5IxkMQemRDH
shawn mendes,Shawn Mendes,Treat You Better,Illuminate,2017-04-20,,187973,False,3QGsuHI8jO1Rx4JWLUh9jd
shawn mendes,Shawn Mendes,There's Nothing Holdin' Me Back,Illuminate (Deluxe),2017-04-20,,199440,False,7JJmb5XwzOO8jgpou264Ml
shawn mendes,Shawn Mendes,Stitches,Handwritten,2015-04-14,,206880,False,5jsw9uXEGuKyJzs0boZ1bT
shawn mendes,Shawn Mendes,Mercy,Illuminate (Deluxe),2017-04-20,,208733,False,0AS63m1wHv9n4VVRizK6Hc
james arthur,James Arthur,Car's Outside,YOU,2019-10-18,,249152,False,0otRX6Z89qKkHkQ9OqJpKt
james arthur,James Arthur,Impossible,James Arthur (Deluxe),2013-11-04,,209440,False,5yVIlYEHZxQVLyInCdldoS
james arthur,James Arthur,Say You Won't Let Go,Back from the Edge,2016-10-28,,211477,False,5uCax9HTNlzGybIStD3vDh
james arthur,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),2018-10-25,,218293,False,6mQLN3zRtAp6ovjusyYKrV
james arthur,James Arthur,Train Wreck,Back from the Edge,2016-10-28,,208864,False,55Am8neGJkdj2ADaM3aw5H
calvin harris,Calvin Harris,Outside (feat. Ellie Goulding),Motion,2014-10-31,,227266,False,7MmG8p0F9N3C4AXdK6o6Eb
calvin harris,Calvin Harris,Blessings,Blessings,2025-05-09,,219650,False,78nx0HDJIFD5xDq2L5420Z
calvin harris,Calvin Harris,Feel So Close - Radio Edit,18 Months,2012-10-29,,206413,False,1gihuPhrLraKYrJMAEONyc
calvin harris,Calvin Harris,Summer,Motion,2014-10-31,,222533,False,6YUTL4dYpB9xZO5qExPf05
calvin harris,Rihanna,We Found Love,Talk That Talk,2011-11-18,,215226,False,6qn9YLKt13AGvpq9jfO8py
rixton,Rixton,Me And My Broken Heart,Let The Road,2014-01-01,,193733,False,1oew3nFNY3vMacJAsvry0S
rixton,Rixton,Me And My Broken Heart,This Is Acoustic (Live Session),2015-07-17,,207813,False,7oGnaqgNh6hBAthwxYCS4W
rixton,Rixton,Wait On Me,Let The Road,2014-01-01,,237866,False,6CLx4X6ovfxFwcBbr5vv59
rixton,Rixton,Hotel Ceiling,Let The Road,2014-01-01,,190706,False,2s5B2qJSK8kbFyFRiRq06b
rixton,Rixton,Me And My Broken Heart,Me And My Broken Heart,2014-01-01,,193975,False,41Ypl7Pzkod2H0VlcZH5DS
ariana grande,Ariana Grande,7 rings,"thank u, next",2019-02-08,,178626,True,6ocbgoVGwYJhOv1GgI9NsF
ariana grande,Ariana Grande,Love Me Harder,My Everything (Deluxe),2014-08-22,,236133,False,5J4ZkQpzMUFojo1CtAZYpn
ariana grande,Ariana Grande,Into You,Dangerous Woman,2016-04-01,,244453,False,76FZM38RC8XaAjJ77CVTNe
ariana grande,Ariana Grande,we can't be friends (wait for your love),eternal sunshine,2024-03-08,,228639,False,51ZQ1vr10ffzbwIjDCwqm4
ariana grande,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,After Hours (Deluxe),2020-03-20,,191013,False,1oFAF1hdPOickyHgbuRjyX
daya,The Chainsmokers,Don't Let Me Down,Don't Let Me Down,2016-02-05,,208373,False,1i1fxkWeaMmKEB4T7zqbzK
daya,Daya,Hide Away,"Sit Still, Look Pretty",2016-10-07,,191368,False,3WALaE7UdNXx8VJ4lpWCK8
daya,Daya,"Sit Still, Look Pretty","Sit Still, Look Pretty",2016-10-07,,207761,False,6w2rrJsn8Qpa7veSaVAyKh
daya,Dom Dolla,Dreamin (feat. Daya),Dreamin (feat. Daya),2025-02-07,,171526,False,6oWmcKVK6atTCoWVYTdSg1
daya,"Osmani Garcia ""La Voz""",El Taxi - Video Version,El Taxi (Video Version),2014-03-20,,324440,False,1qpbJ8GiPc706AfGqZAIei
anne-marie,Anne-Marie,2002,Speak Your Mind (Deluxe),2018-04-27,,186986,False,2BgEsaKNfHUdlh97KmvFyo
anne-marie,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),2018-10-25,,218293,False,6mQLN3zRtAp6ovjusyYKrV
anne-marie,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),What Is Love? (Deluxe Edition),2018-11-30,,251173,False,2hrUO4drrO63i7FYbCLBl2
anne-marie,David Guetta,Baby Don't Hurt Me,Baby Don't Hurt Me,2023-04-06,,140017,False,3BKD1PwArikchz2Zrlp1qi
anne-marie,Marshmello,FRIENDS,FRIENDS,2018-02-09,,201733,True,1wIyr1y5wiWqo7nqbxHpWt
onerepublic,OneRepublic,Counting Stars,Native,2013-01-01,,257265,False,2tpWsVSb9UEmDRxAl1zhX1
onerepublic,OneRepublic,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,,148485,False,4h9wh7iOZ0GGn8QVp4RAOB
onerepublic,OneRepublic,I Ain't Worried,Artificial Paradise (Deluxe),2024-07-12,,148485,False,0oF9jpn0n8afMpbHKgRd6J
onerepublic,Timbaland,Apologize,Shock Value,2007-01-01,,184400,False,6q3zC9dDD4lUNk8nfUztXy
onerepublic,David Guetta,I Don't Wanna Wait,I Don't Wanna Wait,2024-04-05,,149667,False,331l3xABO0HMr1Kkyh2LZq
little big town,Little Big Town,Girl Crush,Pain Killer,2014-10-17,,193320,False,11qh54D0PKkBwelpDxxiEU
little big town,Little Big Town,Better Man,The Breaker,2017-02-24,,263120,False,23TxRN09aR1RB0G0tFoT0b
little big town,Little Big Town,Boondocks,The Road To Here,2005-01-01,,272346,False,3duP6mBVDsHM8ioN7o7dAK
little big town,Little Johnny Jones,Big Town Playboy,The Chess Story 1947-1956,1999-10-04,,175640,False,4hFZeihCVWuFsxMyal96k8
little big town,Barry Gibb,How Deep Is Your Love (feat. Little Big Town & Tommy Emmanuel),Greenfields: The Gibb Brothers' Songbook (Vol. 1),2021-01-08,,266449,False,4hf2jCuEDeShB4gOHLPtmz
george strait,George Strait,Amarillo By Morning,Strait From The Heart,1982-01-01,,173466,False,4TnUKixNWMfajncgdSwFoi
george strait,George Strait,Check Yes Or No,Strait Out Of The Box,1995-09-12,,200666,False,6iy4PoAuZBMvtrlDX4VxC7
george strait,George Strait,All My Ex's Live In Texas,Ocean Front Property,1987-01-01,,200840,False,5QxFcHmC8KjEyTqihiZokY
george strait,George Strait,Carrying Your Love With Me,Carrying Your Love With Me,1997-01-01,,232426,False,7puxIVNdj5nsBJk43zM3bH
george strait,Willie Nelson,Roll Me Up and Smoke Me When I Die - Live,Willie Nelson American Outlaw (Live),2020-12-11,,134266,False,5iis9J2sptrUy0VIpFVIg1
john denver,John Denver,"Take Me Home, Country Roads","The John Denver Collection, Vol 1: Take Me Home Country Roads",1997-06-17,,197813,False,1QbOvACeYanja5pbnJbAmk
john denver,John Denver,"Take Me Home, Country Roads - Original Version","Poems, Prayers and Promises",1971,,193937,False,1YYhDizHx7PnDhAhko6cDS
john denver,John Denver,Annie's Song,Back Home Again,1974-06-15,,180693,False,4J0DbyODwZJcmIAiTSJfMF
john denver,Ruggero Leoncavallo,"Leoncavallo: Pagliacci, Act 1: ""Vesti la giubba"" (Canio)","""Passion"" - Classical Moods",2026-05-01,,248226,False,45jEm0F7Kj5YI62ghtM2sZ
john denver,Pablo de Sarasate,"Sarasate: Carmen Fantasy, Op. 25: V. Moderato","""Passion"" - Classical Moods",2026-05-01,,154253,False,6Q1YfsbR2m2BLi8fTqLZui
niall horan,Niall Horan,This Town,Flicker (Deluxe),2017-10-20,,232852,False,0qvzXomUDJVaUboy2wMfiS
niall horan,Niall Horan,Heaven,The Show,2023-06-09,,186043,False,5FQ77Cl1ndljtwwImdtjMy
niall horan,Niall Horan,Little More Time,Little More Time,2026-04-23,,218171,False,7ukOzDe3BKCSpA6ki775U5
niall horan,Julia Michaels,What A Time (feat. Niall Horan),Inner Monologue Part 1,2019-01-24,,173306,False,5WtfUKzXircvW8l5aaVZWT
niall horan,Myles Smith,Drive Safe,Drive Safe,2026-02-06,,201000,False,024GxR7aMUMCPtp8Y3c1zn
alvaro soler,Alvaro Soler,Sofia,Eterno Agosto,2016-07-15,,210466,False,5vj59ONIVbyhcrI8ZSwoRo
alvaro soler,Alvaro Soler,El Mismo Sol,Eterno Agosto,2016-07-15,,179506,False,58WOkUl3O9LvLZjdhiQvIX
alvaro soler,Alvaro Soler,La Cintura,Mar De Colores (Versión Extendida),2019-05-10,,204666,False,6VUJQqyeQhAZHkQbSDqLtI
alvaro soler,Alvaro Soler,La Cintura (feat. Flo Rida & Tini) - Remix,Mar De Colores (Versión Extendida),2019-05-10,,178266,False,7cui0h7KoaifEFzekOl6zX
alvaro soler,Resistiré 2020,Resistiré,Resistiré,2020-04-01,,285610,False,5Z3eEWd02O1RekV96ohDPx
melanie martinez,Melanie Martinez,THE VATICAN,HADES,2026-03-27,,256224,True,3F1VeIPbwx1Bsb0GNJ7S6z
melanie martinez,Melanie Martinez,Mrs. Potato Head,Cry Baby (Deluxe Edition),2015-08-14,,217506,False,3K1tdhoeE6koNnWgAxEK9Y
melanie martinez,Melanie Martinez,Play Date,Cry Baby (Deluxe Edition),2015-08-14,,179867,True,4DpNNXFMMxQEKl7r0ykkWA
melanie martinez,Melanie Martinez,Teacher's Pet,K-12,2019-09-06,,241893,True,5o5akY9xnEk6lpMkD8RwD9
melanie martinez,Melanie Martinez,THE PLAGUE,HADES,2026-03-27,,217583,True,2IN5vwiR32zmgxvQWFwf3w
the chainsmokers,The Chainsmokers,Paris,Memories...Do Not Open,2017-04-07,,221506,False,72jbDTw1piOOj770jWNeaG
the chainsmokers,The Chainsmokers,Closer,Closer,2016-07-29,,244960,False,7BKLCZ1jbUBVqRi2FVlTVw
the chainsmokers,The Chainsmokers,Don't Let Me Down,Don't Let Me Down,2016-02-05,,208373,False,1i1fxkWeaMmKEB4T7zqbzK
the chainsmokers,The Chainsmokers,Something Just Like This,Memories...Do Not Open,2017-04-07,,247160,False,6RUKPb4LETWmmr3iAEQktW
the chainsmokers,Zerb,Addicted,Addicted,2024-03-29,,152250,True,5ZUIPLoTLJZrPQh2kFZEUM
eden,EDEN,drugs,i think you think too much of me,2016-08-19,,338333,True,3OXpdrHLT4IqM76RajgM6Q
eden,EDEN,XO,i think you think too much of me,2016-08-19,,159512,False,0ZAiqymvbQUZAh9y6ZT3Rm
eden,Eden Shalev,Papi (Bhabi),Papi (Bhabi),2022-12-02,,346125,False,2jxJzUWxqX2fnQTD9lmi2x
eden,Ren,Humble,Humble,2019-02-28,,175945,False,0USEeJtdeeJaQ8EIeBB4cz
eden,Eden,Let's Go,Let's Go,2025-04-11,,129408,False,5z89Y6sZVh0YfGGcoiVDjN
saint motel,Saint Motel,My Type,My Type,2014-06-17,,206393,False,2DFi8rwHcVkTTgu7PULhtI
saint motel,Saint Motel,My Type,My Type EP,2014-08-16,,204811,False,2Iq6HhIquO7JKr0KfTNLzU
saint motel,Saint Motel,Cold Cold Man,My Type EP,2014-08-16,,230773,False,6RKGBcDtgzXx21zUjpeu6F
saint motel,Saint Motel,Move,saintmotelevision,2016-10-21,,187893,False,4vuJuTLFomqItDrn482nzV
saint motel,Saint Motel,A Good Song Never Dies,The Original Motion Picture Soundtrack,2021-06-25,,201013,False,5K43AHQPTJTqlyRZ3uBGKz
halsey,Halsey,Without Me,Manic,2020-01-17,,201660,True,6FZDfxM3a3UCqtzo5pxSLZ
halsey,Halsey,Bad At Love,hopeless fountain kingdom (Deluxe Plus),2017-06-02,,181279,False,3OzCF9i6Ey7EkkAYJztmKp
halsey,The Chainsmokers,Closer,Closer,2016-07-29,,244960,False,7BKLCZ1jbUBVqRi2FVlTVw
halsey,G-Eazy,Him & I (with Halsey),The Beautiful & Damned,2017-12-15,,268866,True,5k38wzpLb15YgncyWdTZE4
halsey,benny blanco,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,2018-12-07,,170769,False,7FGq80cy8juXBCD2nrqdWU
perfume genius,Perfume Genius,Queen,Too Bright,2014-09-22,,230719,False,1DfRCC2qpjjzc6l5DmTjkG
perfume genius,Perfume Genius,Slip Away,No Shape,2017-05-05,,165329,False,13yxz52EwElyue9PLrqcZY
perfume genius,Perfume Genius,On the Floor,Set My Heart On Fire Immediately,2020-05-15,,303600,False,05HElY3EVth4SMuOJOGusl
perfume genius,Yeah Yeah Yeahs,Spitting Off the Edge of the World,Cool It Down,2022-09-30,,257746,False,0JX23XA8E7aN1Chj32kgVn
perfume genius,Bronski Beat,Smalltown Boy (feat. Perfume Genius),The Age of Consent (40 Year Anniversary Edition),2024-10-18,,274921,False,5H7yuv2SupQrXDYItiHy3d
novo amor,Novo Amor,Anchor,Bathing Beach,2017-05-26,,257533,False,7qH9Z4dJEN0l9bidizW7fq
novo amor,Novo Amor,Repeat Until Death,Birthplace,2018-10-19,,234080,False,5PzWVmfzu7rePAuFkxPQf0
novo amor,Novo Amor,Carry You,Bathing Beach,2017-05-26,,273106,False,0u4rkpmNtgcFxYHepnVF4v
novo amor,Novo Amor,State Lines,Birthplace,2018-10-19,,208653,False,7CoMBpPTwQi2wPT0U0Nr9b
novo amor,Babado Novo,Amor Perfeito - Ao Vivo,Uau! Babado Novo Em Salvador,2004-01-01,,288960,False,0ReupwT7wyLIbdsk0KLxpX
cold war kids,Cold War Kids,First,Hold My Home,2014-10-31,,200360,False,3omXshBamrREltcf24gYDC
cold war kids,Cold War Kids,Hang Me Up To Dry,Robbers & Cowards,2007-05-11,,218786,False,3IXRdLsQib8m0hBbQpe7T8
cold war kids,Cold War Kids,So Tied Up,LA DIVINE,2017-04-07,,189506,False,3msS7xaelR4Oa0n7IwHkgF
cold war kids,Cold War Kids,Love Is Mystical,LA DIVINE,2017-04-07,,214360,False,12pdXFcruNcPUbZypKUDgz
cold war kids,Cold War Kids,Miracle Mile,Dear Miss Lonelyhearts,2013-01-01,,180133,False,4RvmQ5qbP5PxgJD0BN4EZK
michael kiwanuka,Michael Kiwanuka,Solid Ground,KIWANUKA,2019-10-10,,233053,False,3aLq93pLZHx25jcFhfbEee
michael kiwanuka,Michael Kiwanuka,Love & Hate,Love & Hate,2016-07-15,,427093,False,7oOEFDLSQscl0uGulnIEmG
michael kiwanuka,Michael Kiwanuka,Cold Little Heart,Love & Hate,2016-07-15,,597600,False,0qprlw0jfsW4H9cG0FFE0Z
michael kiwanuka,Michael Kiwanuka,Cold Little Heart - Radio Edit,Cold Little Heart (Radio Edit),2017-02-24,,210299,False,7KX65PC1UZuImsUInThbav
michael kiwanuka,Michael Kiwanuka,One More Night,Love & Hate,2016-07-15,,233413,False,0f2zcrhhHT59aIGQvRlTZ1
dean martin,Frank Sinatra,My Way,My Way (Expanded Edition),1969-03,,276800,False,3spdoTYpuCpmq19tuD0bOe
