artist_searched,artist,track_name,album,release_date,popularity,duration_ms,explicit,track_id
dean martin,Frank Sinatra,The World We Knew (Over And Over),The World We Knew,1967-08,,167053,False,62KZRwymXq9Rgm8Cm5UCfx
dean martin,Frank Sinatra,Somethin' Stupid,The World We Knew,1967-08,,162493,False,4feXcsElKIVsGwkbnTHAfV
dean martin,Frank Sinatra,That's Life,That's Life,1966-11,,187040,False,4FmCUATNIarCQh72JYdvnm
dean martin,Frank Sinatra,Fly Me To The Moon (In Other Words),Sinatra/Basie: The Complete Reprise Studio Recordings,1962-12-10,,147000,False,5b7OgznPJJr1vHNYGyvxau
travis scott,Don Toliver,You (feat. Travis Scott),Life of a DON,2021-10-08,,213636,True,4qS2KPWvsQzLvRa9oCHw41
travis scott,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,,165977,True,39Yp9wwQiSRIDOvrVg7mbk
travis scott,Drake,Fair Trade (with Travis Scott),Certified Lover Boy,2021-09-03,,291175,True,40iJIUlhi6renaREYGeIDS
travis scott,Kanye West,FATHER (feat. Travis Scott),BULLY,2026-03-28,,169330,True,5pfn68duSmBKo4FhYknOms
travis scott,Metro Boomin,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,2022-12-02,,194786,True,5wG3HvLhF6Y5KTGlK0IW3J
50 cent,50 Cent,In Da Club,Get Rich Or Die Tryin',2003-02-06,,193466,True,7iL6o9tox1zgHpKUfh9vuC
50 cent,50 Cent,P.I.M.P.,Get Rich Or Die Tryin',2003-02-06,,249480,True,3G0yz3DZn3lfraledmBCT0
50 cent,50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',2003-02-06,,256240,True,5STdMlrBf6pqWiNE7WqxSi
50 cent,50 Cent,21 Questions,Get Rich Or Die Tryin',2003-02-06,,224440,True,70FCugJxa7XW04Np6iYJdI
50 cent,The Game,Hate It Or Love It,The Documentary,2005,,206400,True,2wGSgTmgSF3xjRrHkTc25R
the jackson 5,The Jackson 5,I Want You Back,Diana Ross Presents The Jackson 5,1969-12-18,,176333,False,5LxvwujISqiB8vpRYv887S
the jackson 5,The Jackson 5,Who's Lovin' You,Diana Ross Presents The Jackson 5,1969-12-18,,235640,False,6cZrsaNb4Zo9E5KHk7gcz5
the jackson 5,The Jackson 5,The Jackson 5 Medley: I Want You Back / ABC / The Love You Save - Immortal Version,Immortal,2011-11-21,,225746,False,6iHDF2P52qJTQXBSLZWKAL
the jackson 5,The Jackson 5,I'll Be There,Third Album,1970-09-08,,237760,False,5RdhBLmB4DyFHLglRrfx63
the jackson 5,The Jackson 5,ABC,ABC,1970-05-08,,174866,False,6D8kc7RO0rqBLSo2YPflJ5
the temptations,The Temptations,My Girl,The Temptations Sing Smokey,1965-03-22,,165000,False,745H5CctFr12Mo7cqa1BMH
the temptations,The Temptations,Ain't Too Proud To Beg,Gettin' Ready (Expanded Edition),1966,,156173,False,4CoGNqLap7UGU5Q3VdKug0
the temptations,The Temptations,Just My Imagination (Running Away With Me),Sky's The Limit,1971-01-01,,228160,False,39Bd345OWEhRNyfayhp9gv
the temptations,The Temptations,Papa Was A Rollin' Stone - Single Version,"20th Century Masters: The Millennium Collection: Best Of The Temptations, Vol. 2 - The '70s, '80s, '90s",2000-01-11,,419640,False,7MiLmLbwNoyf47xQ4TCVYp
the temptations,The Temptations,Get Ready,Gettin' Ready (Expanded Edition),1966,,164160,False,676Rf0qIOh2gKNEl9TnCOx
bee gees,Bee Gees,Stayin Alive,How Can You Mend A Broken Heart,2020-12-11,,285373,False,5ubvP9oKmxLUVq506fgLhk
bee gees,Bee Gees,How Deep Is Your Love,Greatest,1979-01-01,,245200,False,2JoZzpdeP2G6Csfdq5aLXP
bee gees,Bee Gees,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Greatest,1979-01-01,,285373,False,3mRM4NM8iO7UBqrSigCQFH
bee gees,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Greatest,1979-01-01,,212253,False,5KgbyD2lQQlIupAaPjgiXg
bee gees,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Greatest,1979-01-01,,197213,False,49OMJ1prsRA7ZYgrAjz70c
neil diamond,Neil Diamond,Sweet Caroline,Sweet Caroline,1969-06-06,,203573,False,62AuGbAkt8Ox2IrFFb8GKV
neil diamond,Neil Diamond,September Morn,September Morn,1979-12-22,,232000,False,2CXkN6UAb3jAFwz4VbsDq0
neil diamond,Neil Diamond,"Girl, You'll Be A Woman Soon",The Bang Years 1966-1968 (The 23 Original Mono Recordings),1968,,180253,False,1BmVQ5RGqqtF5cnsv6cQYu
neil diamond,Neil Diamond,I Am...I Said - Single Version,Stones,1971-11-05,,213200,False,4wOKTOwGVrie2GIbCMEe7U
neil diamond,Neil Diamond,You're Getting To Me,Wild At Heart,2026-05-08,,197200,False,1gRATRKozPK4kZLF94g9AL
the beatles,The Beatles,Blackbird - Remastered 2009,The Beatles (Remastered),1968-11-22,,138386,False,5jgFfDIR6FR0gvlA56Nakr
the beatles,The Beatles,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),1969-09-26,,185733,False,6dGnYIeXmHdcikdzNNDMm2
the beatles,The Beatles,Don't Let Me Down - Remastered 2009,The Beatles 1967 - 1970 (Remastered),1973-04-02,,215733,False,3evG0BIqEFMMP7lVJh1cSf
the beatles,The Beatles,Let It Be - Remastered 2009,Let It Be (Remastered),1970-05-08,,243026,False,7iN1s7xHE4ifF5povM6A48
the beatles,The Beatles,Come Together - Remastered 2009,Abbey Road (Remastered),1969-09-26,,259946,False,2EqlS6tkEnglzr7tkKAAYD
stealers wheel,Stealers Wheel,Stuck In The Middle With You,Stealers Wheel,1972-01-01,,208946,False,3Vby4nGmtbDo7HDJamOWkT
stealers wheel,Stealers Wheel,Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),2009-01-01,,203893,False,1b7LMtXCXGc2EwOIplI35z
stealers wheel,Stealers Wheel,Stuck In The Middle With You,Music For Seventies,2007-01-01,,203000,False,6pNVhq4m3S9iNRxpwmVQZm
stealers wheel,Stealers Wheel,Stuck In The Middle With You - Re-Recorded,Stuck In The Middle With You (Re-Recorded - Sped Up),2023-04-25,,209033,False,5jWr9yVYrnYjQMLdtzjhi9
stealers wheel,Stealers Wheel,Late Again,Stealers Wheel,1972-01-01,,196453,False,3OXpLyn8M0fbUBvnyhxF6I
stealers wheel,Stealers Wheel,Wheelin',Ferguslie Park,1973-01-01,,231840,False,0711FO1wGWnb9AC318vRaR
stealers wheel,Stealers Wheel,Star,Ferguslie Park,1973-01-01,,176880,False,7Htjqx40jNYmjhVAhbSGd4
stealers wheel,Stealers Wheel,I Get By,Stealers Wheel,1972-01-01,,196106,False,16Y9fKPEa7SQ5lZojVuNcO
stealers wheel,Stealers Wheel,Another Meaning,Stealers Wheel,1972-01-01,,176573,False,0k7mzfOnyLECGoZQ20U68T
stealers wheel,Stealers Wheel,You Put Something Better Inside Me,Stealers Wheel,1972-01-01,,230720,False,5UGRLxnCVrmG3v1l6krW6V
gloria gaynor,Gloria Gaynor,I Will Survive,Love Tracks,1978-11-27,,296106,False,7rIovIsXE6kMn629b7kDig
gloria gaynor,Gloria Gaynor,I Will Survive - 1981 Re-recording,I Will Survive,1981,,261173,False,7DD1ojeTUwnW65g5QuZw7X
gloria gaynor,Gloria Gaynor,Can't Take My Eyes Off of You - Radio Edit,Can't Take My Eyes Off of You,2000,,248026,False,6PgwqtSYBDezyo8AwyWDbv
gloria gaynor,Gloria Gaynor,"I Will Survive - Original 7"" Version",I Will Survive (Phil Kelsey Remix),1993-01-01,,198373,False,6fw12s3vAJQAt7lbICodwC
gloria gaynor,Gloria Gaynor,I Will Survive - Single Version,Colour Collection,1999-01-01,,197573,False,4xmjDH6auBwuZ4GHimjXGe
gloria gaynor,Gloria Gaynor,I Will Survive - Single Version,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,2000-01-01,,198066,False,7cv28LXcjAC3GsXbUvXKbX
gloria gaynor,Gloria Gaynor,I Will Survive - The Legendary Remix,I Will Survive (The Legendary Remix),1990-01-01,,250887,False,6k8fAxhBjHy7JNfvqoXvj3
rick james,Rick James,Give It To Me Baby,Street Songs (Deluxe Edition),1981-04-07,,248133,False,13v3siPyvy5TTEZYmGPPse
rick james,Rick James,Super Freak,Street Songs (Deluxe Edition),1981-04-07,,205466,False,2dCmGcEOQrMQhMMS8Vj7Ca
rick james,Rick James,Ebony Eyes,Cold Blooded (Expanded Edition),1983-08-05,,307640,False,71JkyCi11ETSz58jhgg2YE
rick james,Rick James,Mary Jane,Come Get It! (Expanded Edition),1978-04-20,,297346,False,5hWLHFSmomXmeTXEE478My
rick james,Aaron Tveit,El Tango De Roxanne,Moulin Rouge! The Musical (Original Broadway Cast Recording),2019-08-30,,217280,False,70XYXbSf4g5IfnDJ13se9L
kool & the gang,Kool & The Gang,Fresh,Emergency (Reissue),1984-11-15,,266560,False,1mMYaXpT65iZDtvfRA9EkE
kool & the gang,Kool & The Gang,Celebration,Celebrate!,1980-09-29,,298866,False,3K7Q9PHUWPTaknlbFPThn2
kool & the gang,Kool & The Gang,Cherish,The Very Best Of Kool & The Gang,1999-03-01,,238933,False,7ktxXsACTciz3gAtuzd1uV
kool & the gang,Kool & The Gang,Get Down On It,Something Special,1981,,293666,False,4Cv6ongCvJy9JfSkWVnb5D
kool & the gang,Kool & The Gang,Get Down On It - Single Version,The Very Best Of Kool & The Gang,1999-03-01,,212906,False,4yKZACkuudvfd600H2dQie
sum 41,Sum 41,Pieces,Chuck,2004-10-12,,182040,False,1ibeKVCiXORhvUpMmtsQWq
sum 41,Sum 41,Still Waiting,Does This Look Infected?,2002-01-01,,158733,True,0jqK7sGTLsHPkQrrcrGuKD
sum 41,Sum 41,Fat Lip,"All Killer, No Filler",2001-01-01,,178266,True,4KacUpvbA3Mfo05gttTjhN
sum 41,Sum 41,In Too Deep,"All Killer, No Filler",2001-01-01,,207093,False,1HNE2PX70ztbEl6MLxrpNL
sum 41,Sum 41,The Hell Song,Does This Look Infected?,2002-01-01,,198493,True,6hqt1z34Oz0OZtSfy62OFD
george ezra,George Ezra,Budapest,Wanted on Voyage (Expanded Edition),2014-06-30,,200573,False,2ixsaeFioXJmMgkkbd4uj1
george ezra,George Ezra,Shotgun,Staying at Tamara's,2018-03-23,,201287,False,4ofwffwvvnbSkrMSCKQDaC
george ezra,George Ezra,Hold My Girl,Staying at Tamara's,2018-03-23,,211763,False,42bbDWZ8WmXTH7PkYAlGLu
george ezra,George Ezra,Barcelona,Wanted on Voyage (Expanded Edition),2014-06-30,,188960,False,3ieLey98V9mIIh3W9gBlPF
george ezra,George Ezra,Green Green Grass,Gold Rush Kid,2022-06-10,,167613,False,4N5s8lPTsjI9EGP7K4SXzB
good charlotte,Good Charlotte,The Anthem,The Young and The Hopeless,2002-10-04,,175093,False,0BRHnOFm6sjxN1i9LJrUDu
good charlotte,Good Charlotte,Lifestyles of the Rich & Famous,The Young and The Hopeless,2002-10-04,,190466,False,2g2a5kDeZexbUTD8abcvm6
good charlotte,Good Charlotte,I Just Wanna Live,"The Chronicles of Life and Death (""LIFE"" version)",2004-09-28,,166053,False,5TjwiYZVMHVrGvRzbeCaV7
good charlotte,Good Charlotte,The River,Good Morning Revival,2007-03-27,,195680,False,0d8aJLKZI1r4uOSLZBJaBK
good charlotte,BADBADNOTGOOD,In Your Eyes,IV,2016-07-08,,247054,False,4jmLj7bALZTQoe93dT623W
bowling for soup,Bowling For Soup,Girl All the Bad Guys Want,Drunk Enough To Dance,2002,,197800,False,0KqyBk4aVT88TEqBIC8mAP
bowling for soup,Bowling For Soup,1985,A Hangover You Don't Deserve,2004,,193000,False,5oQcOu1omDykbIPSdSQQNJ
bowling for soup,Bowling For Soup,High School Never Ends - Main Version - Explicit,The Great Burrito Extortion Case,2006,,209040,True,1bhjMY5O0ZjB41OHcdRH0a
bowling for soup,Bowling For Soup,Stacy's Mom,I've Never Done Anything Like This,2011-04-26,,193042,False,6LBWQ3wO7QWeKdLqd9iqSj
bowling for soup,Bowling For Soup,1985,A Hangover You Don't Deserve,2004-09-11,,193000,False,4UuHWIkAWnN176A2rx7YFB
the all-american rejects,The All-American Rejects,Dirty Little Secret,Move Along,2005-07-12,,193653,False,5ZdzNVOmCSp5HFLk0EgvJS
the all-american rejects,The All-American Rejects,"Swing, Swing",The All-American Rejects,2002-10-15,,233266,False,003FTlCpBTM4eSqYSWPv4H
the all-american rejects,The All-American Rejects,Gives You Hell,When The World Comes Down (International Version),2008,,213106,False,3HTLIvqe7MoSlsqw2DAynt
the all-american rejects,The All-American Rejects,Gives You Hell,When The World Comes Down,2008-12-16,,213106,False,5gb9UJkh8TfrNMRYOJNbew
the all-american rejects,The All-American Rejects,Move Along,Move Along,2005-07-12,,238880,False,58HpsDKeYoLtNhXFQyQmz5
elle king,Elle King,Ex's & Oh's,Love Stuff,2015-02-13,,202177,False,70eDxAyAraNTiD6lx2ZEnH
elle king,Ely Oaks,Ex's & Oh's,Ex's & Oh's,2025-10-24,,123504,False,2hqYXrqzmYWhQQH9wvccdT
elle king,Avicii,Let's Ride Away,Avicii Forever,2025-05-16,,173217,False,4tdSojwmf4vNZMWS6HcQWb
elle king,Avicii,Let's Ride Away - MEDUZA For Tim Edit,Let's Ride Away (MEDUZA For Tim Remix),2025-06-06,,160781,False,5ajmGn2nwM4hwGcFop92FK
elle king,Andy Grammer,Best of You (feat. Elle King),Best of You (feat. Elle King),2020-02-07,,185393,False,3GLpRNlI761PTpLLhix1X9
jai wolf,Jai Wolf,Indian Summer,Indian Summer,2016-02-26,,248480,False,1mia2jUSO5ea1Pe7xmsLV0
jai wolf,Jai Wolf,Moon Rider (feat. Wrabel) - OTR Remix,Moon Rider Remixes,2020-10-28,,221478,False,1srsQNh5yL1DIagAobZgji
jai wolf,Jaydan Wolf,Smells Like Teen Spirit,Smells Like Teen Spirit,2022-08-05,,124226,False,3PJvNwNj6AhlVxm69dcyTB
jai wolf,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",Mozart: Clarinet Concerto,2021-10-08,,403386,False,2l48bK5FOYIQHgoYSPl7Qw
jai wolf,The Chainsmokers,Something Just Like This - Jai Wolf Remix,Something Just Like This (Remixes),2017-04-28,,176813,False,2oF42D2udxtL7Kr6WFFlGb
jai wolf,Jai Paul,Zion Wolf Theme - Unfinished,Leak 04-13 (Bait Ones),2013-04-13,,187613,False,4gXzqH2l6fUxK0t3Zx6lUz
jai wolf,Wolfgang Amadeus Mozart,"Oboe Concerto in C Major, K. 314 (Final Cadenza by Tonia Ko): I. Allegro aperto",Mozart: Oboe Concerto,2021-09-17,,440600,False,69yGpVbBDk3HHYIO4TPCRu
jai wolf,Wolfgang Amadeus Mozart,"Piano Quartet No. 1 in G Minor, K. 478: II. Andante",Mozart: Piano Quartets (Remastered),1997,,418133,False,0oM6BbdHGhEza0gG8Y06pK
jai wolf,Wolfgang Amadeus Mozart,"Sinfonia Concertante for Four Winds in E-Flat Major, K. 297b: II. Adagio",Mozart: Wind Concertos,2021-11-19,,509866,False,7aeHC7SgaJlskY6JEoTYBX
jai wolf,Forester,When I Fall Asleep (feat. Day Wave with Jai Wolf) - Day Wave Remix,Moonlight (The Remixes),2024-06-21,,177245,False,17DntT7fbnEH13Ofd5bp6X
twenty one pilots,Twenty One Pilots,Drag Path,Drag Path,2026-02-17,,224000,False,0TlcczkVTGpinpkGJpT81L
twenty one pilots,Twenty One Pilots,Doubt,Blurryface,2015-05-15,,191493,False,57yL3161hUMuw06zzzUCHi
twenty one pilots,Twenty One Pilots,Stressed Out,Blurryface,2015-05-15,,202333,False,3CRDbSIZ4r5MsZ0YwxuEkn
twenty one pilots,Twenty One Pilots,Ride,Blurryface,2015-05-15,,214506,False,2Z8WuEywRWYTKe1NybPQEW
twenty one pilots,Twenty One Pilots,Heathens,Heathens,2016-06-16,,195920,False,6i0V12jOa3mr6uu4WYhUBr
the neighbourhood,The Neighbourhood,Sweater Weather,I Love You.,2013-04-22,,240400,False,2QjOHCTQ1Jl3zawyYOpxh6
the neighbourhood,The Neighbourhood,Reflections,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,,244013,False,2xql0pid3EUwW38AsywxhV
the neighbourhood,The Neighbourhood,Afraid,I Love You.,2013-04-22,,251186,True,7brQHA2CgQpcMBiOlfiXYb
the neighbourhood,The Neighbourhood,Daddy Issues,Wiped Out!,2015-10-30,,260163,False,5E30LdtzQTGqRvNd7l6kG5
the neighbourhood,The Neighbourhood,Softcore,Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,,206280,False,2K7xn816oNHJZ0aVqdQsha
sara bareilles,Sara Bareilles,Gravity,Little Voice,2007-07-03,,233021,False,4oa14QBfWRDfJy2agySy0L
sara bareilles,Sara Bareilles,She Used To Be Mine,What's Inside: Songs from Waitress,2015-11-06,,250260,False,2D4BSm5Z8Hq5zYbSgJwEOh
sara bareilles,Sara Bareilles,Brave,The Blessed Unrest,2013-07-16,,220460,False,6Uy6K3KdmUdAfelUp0SeXn
sara bareilles,Sara Bareilles,Love Song,Little Voice,2007-07-03,,258483,False,4E6cwWJWZw2zWf7VFbH7wf
sara bareilles,Sara Bareilles,I Choose You,The Blessed Unrest,2013-07-16,,218693,False,7jJH8F3PHlNvxfqEAAfFDl
corinne bailey rae,Corinne Bailey Rae,Put Your Records On,Put Your Records On,2006-01-01,,213538,False,5f5YqZZe34nsabun39eqo8
corinne bailey rae,Corinne Bailey Rae,Like A Star,Like A Star,2006-01-01,,240191,False,1tPRcRWTDMPp6OyAuluY51
corinne bailey rae,Corinne Bailey Rae,Is This Love,The Love E.P.,2011-01-01,,208636,False,5FvapYqWK6TEuh4csYwQ9O
corinne bailey rae,Corinne Bailey Rae,The Scientist,Fifty Shades Darker (Original Motion Picture Soundtrack),2017-02-10,,196040,False,7tn1tcxenMwDXrYTOjS3z1
corinne bailey rae,Corinne Bailey Rae,Trouble Sleeping,Trouble Sleeping,2006-01-01,,206821,False,31nkFHnKGuG387n4oDFL6o
the killers,The Killers,Mr. Brightside,Hot Fuss,2004,,222973,False,003vvx7Niy0yvhvHt4a68B
the killers,The Killers,Somebody Told Me,Hot Fuss,2004,,197200,False,6PwjJ58I4t7Mae9xfZ9l9v
the killers,The Killers,Human,Day & Age (Bonus Tracks),2008-11-18,,245373,False,1sTsuZTdANkiFd7T34H3nb
the killers,The Killers,When You Were Young,Sam's Town,2006-09-27,,220426,False,70wYA8oYHoMzhRRkARoMhU
the killers,The Killers,Read My Mind,Sam's Town,2006-09-27,,246840,False,7cX4PJz1old9fyFI8RlfgW
miike snow,Miike Snow,Paddling Out,Happy To You (Deluxe Edition),2012-03-13,,223053,False,5WCO7yEZrl8Qi1MSpTLBkP
miike snow,Miike Snow,Animal,Miike Snow (Deluxe Edition),2009-05-22,,264266,False,0X9wubEYVnWE6S4p03ezrx
miike snow,Miike Snow,Genghis Khan,iii,2016-03-04,,212146,False,6MDijuuArPJv1vbp7K1x3f
miike snow,Miike Snow,Black & Blue,Miike Snow (Deluxe Edition),2009-05-22,,220840,False,0xGlQO6wmX3tRWcWu9SpGZ
miike snow,Miike Snow,Song For No One,Miike Snow (Deluxe Edition),2009-05-22,,249960,False,2YDLTts2ILinUM1aE7JEbi
chvrches,CHVRCHES,Forever,Love Is Dead,2018-05-25,,224459,False,1QHzf28GKB4xblsVPS6LPs
chvrches,CHVRCHES,Stay - Recorded At Spotify Studios NYC,Spotify Singles,2018-06-13,,244315,False,7czJzGCQ4ZQhik0mrTG85W
chvrches,CHVRCHES,The Mother We Share,The Bones Of What You Believe,2013-01-01,,191293,True,31AyUvMRDvZjyQI1N05lsT
chvrches,Marshmello,Here With Me,Here With Me,2019-03-08,,156313,False,2jpKZFnBk98Ud3EoZiBOTf
chvrches,Eric Prydz,Tether (Eric Prydz Vs. CHVRCHES) - Radio Edit,Tether (Eric Prydz Vs. CHVRCHES) [Radio Edit],2015-02-17,,186623,False,7JN9mnz4OPVivc9AF0FLAJ
lord huron,Lord Huron,The Night We Met,Strange Trails,2015-04-07,,208226,False,5yJaXWIErrrsjQ3J0eR5aK
lord huron,Lord Huron,The Night We Met (feat. Phoebe Bridgers),The Night We Met (feat. Phoebe Bridgers),2018-12-14,,208173,False,5w6AIoPmHgKkaHXMZ7JThA
lord huron,Lord Huron,I Lied (with August Ponthier),Long Lost,2021-05-21,,234383,False,7xQg5QTx8eiQnsxEnfynPh
lord huron,Lord Huron,Ends of the Earth,Lonesome Dreams (Bonus Track Version),2012-10-09,,284146,False,0iMt8ZMe2BsNvsF9LFDOAn
lord huron,Lord Huron,Meet Me in the Woods,Strange Trails,2015-04-07,,262213,True,5gmf93vJq4IFwRP5GnA6oW
jaymes young,Jaymes Young,Infinity,Feel Something,2017-06-23,,237720,False,1SOClUWhOi8vHZYMz3GluK
jaymes young,Jaymes Young,Happiest Year,Feel Something (Deluxe),2022-01-28,,228442,False,219slQu3ALbTSAe9P22hvE
jaymes young,Jaymes Young,Infinity (PRETTY YOUNG Remix),Infinity (PRETTY YOUNG Remix),2021-12-10,,210500,False,6aVXogDmwqAJCrFguyWbKj
jaymes young,Jaymes Young,I'll Be Good,Feel Something,2017-06-23,,247346,False,4JuJZzGcswQszYiKJSnC6i
jaymes young,Jaymes Young,Feel Something,Feel Something,2017-06-23,,217400,False,0vMI3AJPQMjytAu8XMWr65
jaymes young,Jaymes Young,Infinity - Piano Version,Feel Something (Deluxe),2022-01-28,,235653,False,2S6cDmfUgWiMMf6DNbg4dJ
hollow coves,Hollow Coves,Coastline,Wanderlust,2017-03-17,,233973,False,4sDbdBjuYQVdNNB4PiHUPo
hollow coves,Hollow Coves,These Memories,Wanderlust,2017-03-17,,313480,False,3ZOD3aghbxBkgKsLu2jOEK
hollow coves,Hollow Coves,Blessings,Blessings,2021-06-11,,250933,False,4QpnTJdniesQvZfHfzLTXJ
hollow coves,Hollow Coves,The Woods - Acoustic,The Woods (Acoustic),2017-07-14,,239960,False,7MIMNleq34UeRnlLRdPpGY
hollow coves,Hollow Coves,The Woods,Wanderlust,2017-03-17,,241546,False,5377z0OljWvRR7CdSQrJxP
glass animals,Glass Animals,Heat Waves,Dreamland,2020-08-07,,238805,False,3USxtqRwSYz57Ewm6wWRMp
glass animals,Glass Animals,Take A Slice,How To Be A Human Being,2016-08-26,,229717,True,37adYGaYaAWTGhBaOzX4Fh
glass animals,Glass Animals,Gooey,ZABA,2014-06-03,,289306,False,1gk3FhAV07q9Jg77UxnVjX
glass animals,Glass Animals,The Other Side Of Paradise,How To Be A Human Being,2016-08-26,,320654,True,0rRjGruFonCGOt0S5zAJNQ
glass animals,Glass Animals,Youth,How To Be A Human Being,2016-08-26,,230693,False,1LPGwuFgIzbJoShfDdw7MY
m.i.a.,M.I.A.,Paper Planes,Kala,2007-08-20,,205200,False,1ixbwbeBi5ufN4noUKmW5a
m.i.a.,M.I.A.,Bad Girls,Matangi,2013-01-01,,227520,False,6nzXkCBOhb2mxctNihOqbb
m.i.a.,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),2020-09-25,,202794,True,4jVBIpuOiMj1crqd8LoCrJ
m.i.a.,Michael Jackson,Billie Jean,Thriller,1982-11-30,,293802,False,7J1uxwnxfQLu4APicE5Rnj
m.i.a.,Michael Jackson,Beat It,Thriller,1982-11-30,,258296,False,3BovdzfaX4jb5KFQwoPfAw
the lumineers,The Lumineers,Ho Hey,The Lumineers,2012-04-03,,163133,False,0DwClY2t9YAWHBROMIgrXb
the lumineers,The Lumineers,Stubborn Love,The Lumineers,2012-04-03,,279000,False,4wG82w1L31yQhgGiWt6gIb
the lumineers,The Lumineers,Ophelia,Cleopatra,2016-04-08,,160097,False,14AyWf6y7KlWWLfAjdKMKI
the lumineers,The Lumineers,Flowers In Your Hair,The Lumineers,2012-04-03,,109735,False,5PbdVk09VHHcvGa0pX86RP
the lumineers,The Lumineers,Sleep On The Floor,Cleopatra,2016-04-08,,211851,False,4RvW5ggYKC7bCDX4UUSSDc
the strumbellas,The Strumbellas,Spirits,Hope,2016-04-22,,203653,False,47QDvqfpUTIGckdCacLd8P
the strumbellas,The Strumbellas,We Don't Know,Hope,2016-04-22,,273013,False,68dYfLuvuF9AeHGyk2tUOK
the strumbellas,The Strumbellas,In This Life,We Still Move on Dance Floors,2013-10-22,,163893,False,38wSbAmV7zNBhYqfzv1m9x
the strumbellas,The Strumbellas,Wild Sun,Hope,2016-04-22,,269572,False,6gZCtFKSW0XTqNBNE3hPhx
the strumbellas,The Strumbellas,Shovels & Dirt,Hope,2016-04-22,,241986,False,18PxahOy6mt9e7SuzcDobr
st. lucia,Wolfgang Amadeus Mozart,"Andante & 5 Variations for Piano 4 Hands, K. 501: Var. 1","""Heavenly Harmonies: Classical Edition""",2026-05-11,,59733,False,0IEofgfhlq2pLs12DTirmB
st. lucia,Wolfgang Amadeus Mozart,"Andante & 5 Variations for Piano 4 Hands, K. 501: Var. 2","""Heavenly Harmonies: Classical Edition""",2026-05-11,,57306,False,7mPUCHTQnyoILUYST1AiEE
st. lucia,Wolfgang Amadeus Mozart,"Andante & 5 Variations for Piano 4 Hands, K. 501: Var. 3","""Heavenly Harmonies: Classical Edition""",2026-05-11,,54733,False,7wzevqp06DA58xHmbMge9m
st. lucia,Wolfgang Amadeus Mozart,"Andante & 5 Variations for Piano 4 Hands, K. 501: Thema. Andante","""Heavenly Harmonies: Classical Edition""",2026-05-11,,76377,False,0fSVqrIdcOLNfR4FprvVWk
st. lucia,Wolfgang Amadeus Mozart,"Andante & 5 Variations for Piano 4 Hands, K. 501: Var. 4","""Heavenly Harmonies: Classical Edition""",2026-05-11,,89586,False,14R7LAAAJ4X9xCeymoa6rS
andrew mcmahon in the wilderness,Lindsey Stirling,Something Wild (feat. Andrew McMahon in the Wilderness),Brave Enough,2016-08-19,,224510,False,4d0m6f46k1bX6ZQtfmg1Uj
andrew mcmahon in the wilderness,Andrew McMahon in the Wilderness,Cecilia And The Satellite,Andrew McMahon In The Wilderness,2014-10-13,,223879,False,1MSM3Fo2fvnwVqMcz8Jhjq
andrew mcmahon in the wilderness,Andrew McMahon in the Wilderness,Synesthesia,The Pop Underground EP,2013-04-30,,261015,False,7EbVnljEpnmQT4JoeNY8cO
andrew mcmahon in the wilderness,Andrew McMahon in the Wilderness,Walking On A Dream - Recorded At Spotify Studios NYC,Spotify Singles,2017-03-08,,237693,False,5VxhB7hzV7rAR8YSjYPL8c
andrew mcmahon in the wilderness,Andrew McMahon in the Wilderness,Canyon Moon,Andrew McMahon In The Wilderness,2014-10-13,,183354,False,2nRbQ6rAy0GSy1TUn7wDK4
the 1975,The 1975,About You,Being Funny In A Foreign Language,2022-10-14,,326490,False,3hEfpBHxgieRLz4t3kLNEg
the 1975,The 1975,Chocolate,The 1975,2013-01-01,,224673,False,4WiiRw2PHMNQE0ad6y6GdD
the 1975,The 1975,Robbers,The 1975,2013-01-01,,254509,False,73jVPicY2G9YHmzgjk69ae
the 1975,The 1975,Fallingforyou,The 1975 (Deluxe),2013-09-02,,240670,False,7LbUv7w2z7rEbNqp1uIL9U
the 1975,The 1975,Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,,347525,True,4m0q0xQ2BNl9SCAGKyfiGZ
coin,COIN,Cutie,Uncanny Valley,2022-03-25,,184315,False,555poPmhRmQWPsMDGwkifG
coin,COIN,Talk Too Much,How Will You Know If You Never Try,2017-04-21,,188639,False,4djIFfof5TpbSGRZUpsTXq
coin,COIN,Crash My Car,Dreamland,2020-02-21,,188306,False,5SN3mwuodiwY3jPejBuUD5
